timestamp,pid,cpu_percent,interval_seconds,state,rss_kb
2026-09-05T06:49:43.292+00:00,2443,0.0,0.051558,S,18356
2026-09-05T06:49:43.343+00:00,2443,0.0,0.051573,S,18356
2026-09-05T06:49:43.395+00:00,2443,0.0,0.051715,S,18356
2026-09-05T06:49:43.446+00:00,2443,0.0,0.051422,S,18356
2026-09-05T06:49:43.498+00:00,2443,0.0,0.051731,S,18356
2026-09-05T06:49:43.550+00:00,2443,0.0,0.051703,S,18356
2026-09-05T06:49:43.601+00:00,2443,0.0,0.051656,S,18356
2026-09-05T06:49:43.652+00:00,2443,0.0,0.050517,S,18356
2026-09-05T06:49:43.702+00:00,2443,0.0,0.050586,S,18356
2026-09-05T06:49:43.753+00:00,2443,0.0,0.050890,S,18356
2026-09-05T06:49:43.805+00:00,2443,0.0,0.051778,S,18356
2026-09-05T06:49:43.857+00:00,2443,0.0,0.051677,S,18356
2026-09-05T06:49:43.908+00:00,2443,0.0,0.051340,S,18356
2026-09-05T06:49:43.960+00:00,2443,0.0,0.051396,S,18356
2026-09-05T06:49:44.010+00:00,2443,0.0,0.050690,S,18356
2026-09-05T06:49:44.062+00:00,2443,0.0,0.051427,S,18356
2026-09-05T06:49:44.113+00:00,2443,0.0,0.050916,S,18356
2026-09-05T06:49:44.164+00:00,2443,0.0,0.051638,S,18356
2026-09-05T06:49:44.216+00:00,2443,0.0,0.051650,S,18356
2026-09-05T06:49:44.267+00:00,2443,0.0,0.050677,S,18356
2026-09-05T06:49:44.318+00:00,2443,0.0,0.051718,S,18356
2026-09-05T06:49:44.369+00:00,2443,0.0,0.051154,S,18356
2026-09-05T06:49:44.420+00:00,2443,0.0,0.050832,S,18356
2026-09-05T06:49:44.471+00:00,2443,0.0,0.050594,S,18356
2026-09-05T06:49:44.522+00:00,2443,0.0,0.051494,S,18356
2026-09-05T06:49:44.574+00:00,2443,0.0,0.051674,S,18356
2026-09-05T06:49:44.626+00:00,2443,0.0,0.051753,S,18356
2026-09-05T06:49:44.677+00:00,2443,0.0,0.051076,S,18356
2026-09-05T06:49:44.727+00:00,2443,0.0,0.050575,S,18356
2026-09-05T06:49:44.779+00:00,2443,0.0,0.051260,S,18356
2026-09-05T06:49:44.830+00:00,2443,0.0,0.051264,S,18356
2026-09-05T06:49:44.882+00:00,2443,0.0,0.051635,S,18356
2026-09-05T06:49:44.933+00:00,2443,0.0,0.051683,S,18356
2026-09-05T06:49:44.985+00:00,2443,0.0,0.051694,R,18356
2026-09-05T06:49:45.036+00:00,2443,0.0,0.051352,S,18356
2026-09-05T06:49:45.087+00:00,2443,0.0,0.050847,S,18356
2026-09-05T06:49:45.138+00:00,2443,0.0,0.050624,S,18356
2026-09-05T06:49:45.189+00:00,2443,0.0,0.051687,S,18356
2026-09-05T06:49:45.241+00:00,2443,0.0,0.051754,S,18356
2026-09-05T06:49:45.293+00:00,2443,0.0,0.051673,S,18356
2026-09-05T06:49:45.344+00:00,2443,0.0,0.050770,S,18356
2026-09-05T06:49:45.395+00:00,2443,0.0,0.051587,S,18356
