timestamp,pid,cpu_percent,interval_seconds,state,rss_kb
2026-09-05T06:49:12.695+00:00,1089,0.0,0.050470,S,18252
2026-09-05T06:49:12.746+00:00,1089,0.0,0.051712,S,18252
2026-09-05T06:49:12.798+00:00,1089,0.0,0.051806,S,18252
2026-09-05T06:49:12.850+00:00,1089,0.0,0.051690,S,18252
2026-09-05T06:49:12.901+00:00,1089,0.0,0.051012,S,18252
2026-09-05T06:49:12.952+00:00,1089,0.0,0.051533,S,18252
2026-09-05T06:49:13.003+00:00,1089,0.0,0.050659,S,18252
2026-09-05T06:49:13.055+00:00,1089,0.0,0.051557,S,18252
2026-09-05T06:49:13.105+00:00,1089,0.0,0.050604,S,18252
2026-09-05T06:49:13.157+00:00,1089,0.0,0.051667,S,18252
2026-09-05T06:49:13.209+00:00,1089,0.0,0.051602,S,18252
2026-09-05T06:49:13.260+00:00,1089,0.0,0.051735,S,18252
2026-09-05T06:49:13.311+00:00,1089,0.0,0.051006,S,18252
2026-09-05T06:49:13.363+00:00,1089,0.0,0.051704,S,18252
2026-09-05T06:49:13.415+00:00,1089,0.0,0.051633,S,18252
2026-09-05T06:49:13.466+00:00,1089,0.0,0.051712,S,18252
2026-09-05T06:49:13.518+00:00,1089,0.0,0.051300,S,18252
2026-09-05T06:49:13.569+00:00,1089,0.0,0.051662,S,18252
2026-09-05T06:49:13.620+00:00,1089,0.0,0.051186,S,18252
2026-09-05T06:49:13.671+00:00,1089,0.0,0.050475,S,18252
2026-09-05T06:49:13.722+00:00,1089,0.0,0.050645,S,18252
2026-09-05T06:49:13.773+00:00,1089,0.0,0.051656,S,18252
2026-09-05T06:49:13.824+00:00,1089,0.0,0.051114,S,18252
2026-09-05T06:49:13.876+00:00,1089,0.0,0.051484,S,18252
2026-09-05T06:49:13.927+00:00,1089,0.0,0.050964,S,18252
2026-09-05T06:49:13.978+00:00,1089,0.0,0.051358,S,18252
2026-09-05T06:49:14.029+00:00,1089,0.0,0.051017,S,18252
2026-09-05T06:49:14.081+00:00,1089,0.0,0.051680,S,18252
2026-09-05T06:49:14.131+00:00,1089,0.0,0.050572,S,18252
2026-09-05T06:49:14.183+00:00,1089,0.0,0.051749,S,18252
2026-09-05T06:49:14.234+00:00,1089,0.0,0.051093,S,18252
2026-09-05T06:49:14.286+00:00,1089,0.0,0.051553,S,18252
2026-09-05T06:49:14.336+00:00,1089,0.0,0.050572,S,18252
2026-09-05T06:49:14.387+00:00,1089,0.0,0.050968,S,18252
2026-09-05T06:49:14.438+00:00,1089,19.6,0.051034,S,18388
2026-09-05T06:49:14.490+00:00,1089,0.0,0.051638,S,18388
2026-09-05T06:49:14.542+00:00,1089,0.0,0.051696,S,18388
2026-09-05T06:49:14.593+00:00,1089,0.0,0.051083,S,18388
2026-09-05T06:49:14.645+00:00,1089,0.0,0.051941,S,18388
2026-09-05T06:49:14.695+00:00,1089,0.0,0.050540,S,18388
2026-09-05T06:49:14.746+00:00,1089,0.0,0.050581,S,18388
2026-09-05T06:49:14.796+00:00,1089,0.0,0.050489,S,18388
2026-09-05T06:49:14.848+00:00,1089,0.0,0.051683,S,18388
